ean,article,name,brand,basis,price,kcal,kj,fat,satfat,carb,sugar,fibre,protein,salt,source
7350021427151,101833939_ST,Kokosvatten Ekologisk,Healthyco,100 milliliter,"36,95 kr",19.0,79.0,0.0,0.0,3.7,2.6,1.1,0.7,0.26,hemkop
7340130500166,101281468_ST,Kokosvatten Glas,Renée Voltaire,100 gram,"34,97 kr",23.0,97.0,0.0,0.0,6.4,3.2,,0.0,0.1,hemkop
7300300054318,101837721_ST,Kokt Skinka,Mäster,100 gram,"45,38 kr",110.0,470.0,3.2,1.3,1.4,1.4,,19.0,2.4,hemkop
7340083491351,101348393_ST,Kokt Skinka Deliskivor,Garant,100 gram,"23,61 kr",102.0,427.0,3.0,1.3,0.6,0.6,,18.0,2.4,hemkop
7340083458392,101266258_ST,Kokt Skinka Ekologiskt Skivad Smörgåspålägg,Garant Eko,100 gram,"30,23 kr",110.0,440.0,2.6,1.0,1.3,1.3,,19.0,2.9,hemkop
7340083433122,101214672_ST,Kokt Skinka Skivad,Eldorado,100 gram,"31,13 kr",99.0,416.0,2.3,0.8,1.3,0.8,,18.0,2.3,hemkop
5707196314281,101511305_ST,Kokt Skinka Strimlad,Tulip,100 gram,52 kr,112.0,472.0,3.6,1.4,0.9,0.9,,19.0,1.8,hemkop
7340083405815,101197321_ST,Kokt Skinka Tunna Skivor,Garant,100 gram,"23,61 kr",110.0,450.0,3.0,1.5,2.0,0.5,0.0,19.0,2.4,hemkop
7391196071404,101599503_ST,Kokta Skinka Skivad Mor Matildas,Jakobsdals,100 gram,"31,18 kr",110.0,450.0,2.2,0.7,1.8,1.6,,20.0,3.5,hemkop
7311043024735,101809472_ST,Kola Glasstrut,Dazzley,100 gram,"28,34 kr",258.0,1086.0,10.0,8.0,39.0,22.0,,2.7,0.2,hemkop
7312690201135,101263734_ST,Kola Havssalt Gräddglass,Sia Glass,100 gram,"19,82 kr",220.0,950.0,9.5,6.2,30.0,27.0,0.5,3.8,0.3,hemkop
7311043010707,101582738_ST,Kola Snittar Klassiska,Dazzley,100 gram,"18,92 kr",500.0,2100.0,26.0,12.0,62.0,26.0,,5.0,0.4,hemkop
8008698049044,101804766_ST,Kolakakor Glutenfria,Schär,100 gram,"26,02 kr",516.0,2159.0,26.0,18.0,67.0,23.0,,1.5,1.1,hemkop
7314710840270,101777264_ST,Kolarullar,Gille,100 gram,"27,39 kr",473.0,1983.0,24.0,13.0,58.0,45.0,,4.5,0.42,hemkop
5709521044290,101335652_ST,Kolasås,Odense,100 gram,"30,23 kr",327.0,1368.0,5.1,1.6,68.0,48.0,,3.2,0.4,hemkop
7300206295006,101313885_ST,Kolbasz,Scan,100 gram,"34,97 kr",270.0,1100.0,22.0,9.0,5.0,0.6,,12.0,1.8,hemkop
3250552521035,101186747_ST,Kolibrie Fransk Brie 33%,Kolibrie,100 gram,139 kr,373.0,1544.0,33.0,23.0,1.0,1.0,,18.0,1.2,hemkop
7350086430042,101351399_ST,Kombucha Fläder,Roots,100 milliliter,"31,18 kr",15.0,64.0,0.1,0.1,3.2,2.7,,0.1,0.1,hemkop
4770209048887,101519234_ST,Kondenserad Mjölk,Markomilk,100 gram,"23,45 kr",328.0,1383.0,8.1,5.1,56.5,56.5,,7.2,0.26,hemkop
7311311024870,101447595_ST,Korean Bbq Korean Style Burk,Santa Maria,100 gram,"34,02 kr",356.0,1485.0,17.0,2.5,33.0,4.0,11.0,11.0,17.5,hemkop
7315200591146,101678106_ST,Korean Bbq Oil,Caj P,100 gram,"28,34 kr",246.0,1031.0,22.0,1.6,10.5,7.5,,1.2,5.6,hemkop
7340083467745,101282571_ST,Korean Chicken Thai Noodles Fryst/1 Port,Spicefield,100 gram,"34,02 kr",148.0,621.0,5.1,1.2,17.0,4.3,1.8,7.6,1.2,hemkop
634158669330,101358227_ST,Korean Chilli Hot & Fiery Stir-fry,Danora,100 gram,"18,88 kr",136.0,575.0,0.5,0.1,30.2,22.4,,1.8,3.03,hemkop
7315200593980,101833291_ST,Korean Marinad,Caj P,100 gram,"9,41 kr",80.0,336.0,1.8,0.2,13.8,10.2,,1.5,9.1,hemkop
7350126086574,101520645_ST,Korean Rice Bowl,Felix,100 gram,"49,16 kr",100.0,440.0,4.1,0.5,11.0,1.5,2.2,4.5,0.8,hemkop
634158669378,101358259_ST,Korean Sesame Soy Rich & Tangy Stir-fry,Danora,100 gram,"18,88 kr",109.0,462.0,0.2,0.1,24.8,19.6,,1.7,4.06,hemkop
6006507008840,101838920_ST,Korean Style Bbq Rub,Capeherb&spice,100 gram,"45,38 kr",1057.0,252.0,7.3,1.3,35.0,15.0,9.5,6.8,30.4,hemkop
7317370106601,101692597_ST,Koreansk Vannamei,Leröy,100 gram,"73,77 kr",107.0,451.0,2.8,0.3,1.0,0.5,,19.4,2.4,hemkop
74889,101391701_ST,Koriander,Garant,,"19,82 kr",,,,,,,,,,
7311311014529,101282318_ST,Koriander Burk,Santa Maria,100 gram,"28,34 kr",318.0,1342.0,4.8,0.1,42.0,7.3,10.0,22.0,0.53,hemkop
7340083490521,101343683_ST,Koriander Finhackad Fryst,Garant,100 gram,"11,30 kr",34.0,142.0,0.8,0.2,0.6,0.6,5.7,3.4,0.08,hemkop
7311043011421,101599943_ST,Koriander Klass 1,Garant,,"15,09 kr",,,,,,,,,,
7311311014321,101282325_ST,Koriander Malen Burk,Santa Maria,100 gram,"26,45 kr",346.0,1427.0,18.0,1.0,13.0,0.0,42.0,12.0,0.09,hemkop
7391693823018,101374809_ST,Korianderfrö Hel,Risberg,100 gram,"28,34 kr",346.0,1430.0,17.8,1.0,13.0,13.0,,12.4,0.09,hemkop
7310130002885,101188530_ST,Korngryn,Gogreen,100 gram,"16,98 kr",350.0,1450.0,3.0,0.5,65.0,1.0,11.0,9.0,0.03,hemkop
7310130763106,100259426_ST,Kornmjöl,Kungsörnen,100 gram,"28,34 kr",340.0,1450.0,3.0,0.9,62.0,1.4,13.0,9.6,0.0,hemkop
7039310001080,100515863_ST,Kornmo Fullkornskex,Göteborgs,100 gram,"25,50 kr",431.0,1812.0,13.0,5.3,67.0,14.0,6.5,9.0,1.4,hemkop
7312560036232,101364286_ST,Kornris Svenskt,Frebaco Kvarn,100 gram,"33,07 kr",340.0,1400.0,1.4,0.4,67.0,0.6,8.1,9.4,0.01,hemkop
7317530110752,101591358_ST,Korvbröd 10-pack,Korvbrödbagarn,100 gram,"19,82 kr",294.0,1241.0,6.6,0.7,48.0,4.4,1.9,9.5,0.44,hemkop
7317530110776,101591368_ST,Korvbröd 16-pack,Korvbrödbagarn,100 gram,"21,72 kr",294.0,1241.0,6.6,0.7,48.0,4.4,1.9,9.5,0.44,hemkop
7317530110769,101591337_ST,Korvbröd 8-pack,Korvbrödbagarn,100 gram,"28,34 kr",301.0,1268.0,6.7,0.7,49.0,4.6,1.9,9.5,0.46,hemkop
7340083448454,101245385_ST,Korvbröd Brioche Franska 6-pack,Garant,100 gram,"29,60 kr",338.0,1422.0,9.3,1.6,53.0,11.0,2.1,9.4,1.4,hemkop
7317530110745,101591335_ST,Korvbröd Extra Durum 8-pack,Korvbrödbagarn,100 gram,"36,86 kr",285.0,1208.0,5.2,0.9,48.0,4.8,2.5,10.0,1.37,hemkop
7317530110783,101591351_ST,Korvbröd Fiber & Fullkorn 10-pack,Korvbrödbagarn,100 gram,"27,39 kr",265.0,1115.0,5.0,0.6,43.0,4.5,6.5,9.6,0.85,hemkop
7330242260188,101548056_ST,Korvbröd Glutenfri Frysta/5-pack,Fria,100 gram,"33,07 kr",290.0,1200.0,5.3,0.8,57.0,8.0,4.0,0.6,1.4,hemkop
7331729007005,101842213_ST,Korvbröd Glutenfria Frysta 5-pack,Hans&greta,100 gram,"36,86 kr",250.0,1100.0,5.5,0.4,48.0,4.5,0.7,3.0,0.87,hemkop
7316110000612,101696496_ST,Korvstroganoff Grillad Paprika Fryst/1port,Felix,100 gram,"47,27 kr",110.0,440.0,4.5,2.4,13.0,2.3,,3.3,1.0,hemkop
8712566077335,101181000_ST,Korvstroganoff Kryddmix 4port,Knorr,100 gram,"16,04 kr",184.0,769.0,14.0,6.6,5.4,2.3,1.7,8.4,1.2,hemkop
7340083487484,101334258_ST,Korvstroganoff med Ris,Redo,100 gram,"47,27 kr",150.0,625.0,6.5,3.2,17.0,1.9,,5.2,0.99,hemkop
7393914000130,101776495_ST,Korvstroganoff Vildris,Gooh,100 gram,"66,20 kr",152.0,635.0,9.2,4.6,13.0,2.5,0.6,4.6,1.3,hemkop
2371582300009,100808379_KG,Kotlett i Bit Gourmetmörad Sverige,Nybergs Deli,100 gram,"103,10 kr",110.0,470.0,4.0,1.7,2.0,2.0,,17.0,0.8,hemkop
7300200054005,101419647_ST,Kotlett Rapsgris Sverige,Scan,100 g,"51,05 kr",185.0,773.8,12.0,,0.0,,,19.4,,off
7310960041894,101335555_ST,Kotlettrad Helstekt Fryst/1 Port,Dafgårds,100 gram,"43,48 kr",111.0,466.0,5.5,1.7,11.0,1.7,1.2,4.3,0.71,hemkop
8711855022285,101272927_ST,Krasse,,,"14,14 kr",,,,,,,,,,
7310130013461,101583972_ST,Krisp Jordgubb  Havre,Axa,100 gram,"40,64 kr",374.0,1563.0,4.6,0.95,70.0,9.7,6.8,8.5,0.5,hemkop
8712119001114,100565103_ST,Krispsallat i Kruka Ekologisk Klass 1,,,"23,61 kr",,,,,,,,,,
7394048002335,100609138_ST,Krispsallat Klass 1,,,"23,61 kr",,,,,,,,,,
7311043007288,101544278_ST,Kristallsalt,Garant,,"31,18 kr",,,,,,,,,,
7311043008933,101550958_ST,Kroketter Potatis,Garant,100 gram,"22,55 kr",188.0,786.0,7.5,1.0,26.0,0.6,,2.8,1.0,hemkop
7310240073836,100676074_ST,Kroketter Potatis Fryst,Felix,100 gram,"39,70 kr",164.0,687.0,6.9,0.8,22.0,0.6,,2.1,1.1,hemkop
6430104924164,101548161_ST,Kronmix Grönsaksblandning Fryst,Apetit,100 gram,"25,50 kr",30.0,126.0,0.3,0.0,3.3,3.2,2.5,2.2,0.0,hemkop
74084,101203306_ST,Kronärtskocka,,,"23,85 kr",,,,,,,,,,
7311043010936,101602829_ST,Kronärtskocka Hjärtan Inlagda,Monte Castello,100 gram,"30,23 kr",26.0,109.0,0.0,0.0,4.0,1.3,2.1,1.4,0.8,hemkop
7350027799160,101614767_ST,Kronärtskocka Marinerad,Zeta,100 gram,"44,43 kr",297.0,1224.0,32.0,3.4,0.7,0.4,,1.2,0.8,hemkop
7311041062470,101134951_ST,Kronärtskockor i Olja,Garant,100 gram,"41,59 kr",110.0,460.0,4.7,0.5,11.0,6.4,5.1,3.4,2.5,hemkop
7321650005003,100566031_ST,Kroppkakor,Ölandkroppkaka,100 gram,"22,66 kr",178.0,748.0,3.9,1.6,30.0,1.1,,4.6,1.0,hemkop
7340083476556,101298473_ST,Krossade Tomater Chili,Garant,100 gram,"14,14 kr",28.0,119.0,0.1,0.0,4.8,4.7,1.0,1.5,0.33,hemkop
7340083476563,101298474_ST,Krossade Tomater Vitlök,Garant,100 gram,"14,14 kr",30.0,125.0,0.1,0.0,5.1,4.7,0.9,1.6,0.46,hemkop
7340083476549,101298472_ST,Krossade Tomater Örter,Garant,100 gram,"14,14 kr",29.0,121.0,0.1,0.0,4.9,4.7,1.0,1.5,0.31,hemkop
7340090451300,100297064_ST,Kruksallat Klass 1,,,"17,85 kr",,,,,,,,,,
7391603125089,101500757_ST,Krusbär Marmelad,Brunneby,100 gram,"24,55 kr",156.0,653.0,0.3,0.0,36.5,36.5,,0.4,0.02,hemkop
7310130011702,101337351_ST,Kruskakli,Kungsörnen,100 gram,"9,41 kr",270.0,1100.0,6.0,1.0,15.0,1.5,50.0,14.0,0.0,hemkop
7330563001552,101243718_ST,Kryddgrill,Sorunda Korv,100 gram,"37,80 kr",260.0,1080.0,18.0,8.0,9.0,0.1,,11.0,1.3,hemkop
4002359021046,101608103_ST,Kryddig Sås Till Bolognese,Dolmio,100 gram,"27,39 kr",43.0,184.0,0.5,0.1,8.1,4.9,1.1,1.3,0.72,hemkop
7300207204007,100147280_ST,Kryddjärpar Örter & Vitlök,Scan,100 gram,"39,70 kr",200.0,850.0,14.0,5.6,6.9,1.2,,12.0,1.6,hemkop
7300200331007,101842571_ST,Kryddkorv Högrev,Scan,100 gram,"35,91 kr",260.0,1100.0,21.0,7.8,6.5,1.3,,13.0,1.8,hemkop
7340083487996,101336860_ST,Kryddmix Fajita Original,Garant,100 gram,"10,36 kr",296.0,1240.0,9.4,1.5,34.0,11.0,18.0,10.0,17.8,hemkop
2328945100004,101457712_KG,Kryddost Chili 35%,Glada Bonden,100 gram,"178,80 kr",409.0,1695.0,35.0,22.0,2.0,0.5,,25.0,1.0,hemkop
2328945200001,101506464_KG,Kryddost Spiskummin & Nejlika 31%,Glada Bonden,100 gram,"178,80 kr",390.0,1632.0,31.0,20.0,2.0,0.5,,25.0,1.2,hemkop
7311311004360,101262305_ST,Kryddpeppar Hel,Santa Maria,100 gram,"16,98 kr",348.0,1457.0,8.7,2.6,51.0,0.0,22.0,6.1,0.19,hemkop
7311311015212,101282456_ST,Kryddpeppar Hel Burk,Santa Maria,100 gram,"28,34 kr",348.0,1457.0,8.7,2.6,51.0,0.0,22.0,6.1,0.19,hemkop
7311041034293,100724227_ST,Kryddpeppar Hel Påse,Eldorado,,"18,88 kr",,,,,,,,,,
7311311014581,101282299_ST,Kryddpeppar Malen Burk,Santa Maria,100 gram,"26,45 kr",348.0,1457.0,8.7,2.6,51.0,0.0,22.0,6.1,0.19,hemkop
8437024130208,101726778_ST,Kräfstjärtar Handskalade,Neptunus,100 gram,52 kr,90.0,375.0,2.5,0.5,0.5,0.4,,16.0,0.0,hemkop
7311441344008,101496119_ST,Kräftost 14%,Kavli,100 gram,"44,43 kr",200.0,800.0,14.0,8.6,0.0,0.0,,16.0,3.2,hemkop
7311441160400,101496116_ST,Kräftost 14%,Kavli,100 gram,"40,64 kr",190.0,800.0,14.0,8.6,0.0,0.0,,16.0,3.1,hemkop
7311043022250,101773619_ST,Kräftsill,Garant,100 gram,"21,72 kr",230.0,1100.0,18.0,2.4,18.0,17.0,,7.1,2.0,hemkop
7311360000139,101840430_ST,Kräftsill,Klädesholmen,100 gram,"25,50 kr",280.0,1172.0,20.0,2.5,18.0,17.0,,7.0,2.5,hemkop
7311043018246,101708673_ST,Kräftsjärtar,Falkenberg,100 gram,52 kr,71.0,296.0,0.4,0.1,0.8,0.0,,16.0,2.4,hemkop
7311043027125,101839267_ST,Kräftstjärtar,Eldorado,100 gram,"39,70 kr",71.0,296.0,0.4,0.1,0.8,0.0,,16.0,2.4,hemkop
7350021426314,101777729_ST,Kräm Chokladboll Nella,Healthyco,100 gram,"46,32 kr",537.0,2222.0,41.0,12.0,51.0,12.0,1.7,4.1,0.26,hemkop
3088541019009,101696836_ST,Krämig Honung Blomsterhonung,Lune De Miel,,"49,16 kr",,,,,,,,,,
7340083494222,101356732_ST,Krämig Romsås,Eldorado,100 gram,"16,04 kr",440.0,1850.0,48.0,3.6,2.6,1.3,,1.0,1.0,hemkop
7300400121187,100178870_ST,Krögarens Måltidsknäcke Runt,Wasa,100 gram,"26,45 kr",334.0,1406.0,1.5,0.4,60.0,1.0,20.0,10.0,1.2,hemkop
7310240075472,101231804_ST,Krögarpytt Klassisk Fryst,Felix,100 gram,"55,79 kr",160.0,650.0,8.9,1.7,14.0,2.6,,4.0,0.9,hemkop
7310240075489,101231783_ST,Krögarpytt Klassisk Fryst,Felix,100 gram,"62,41 kr",160.0,650.0,8.9,1.7,14.0,2.6,,4.0,0.9,hemkop
7350126088370,101615659_ST,Krögarpytt Vegetarisk,Felix,100 gram,"66,20 kr",149.0,624.0,7.7,0.5,13.0,3.5,2.8,5.1,0.91,hemkop
8711118031306,101326051_ST,Kulpotatis Kryddig,Peka,100 gram,"28,34 kr",92.0,390.0,1.5,0.1,17.0,0.5,2.2,1.9,0.84,hemkop
7317731701506,101607739_ST,Kulturvetemjöl Siktat Biodynamiskt,Saltå Kvarn,100 gram,"42,54 kr",360.0,1510.0,1.9,0.5,72.0,1.5,3.6,11.0,0.01,hemkop
7311043019533,101725759_ST,Kummel Sprödbakad Stilla Havet,Garant,100 gram,"37,80 kr",187.0,783.0,8.2,0.8,18.0,0.6,,10.0,1.0,hemkop
7311311004575,101262074_ST,Kummin Hel Påse,Santa Maria,100 gram,"9,41 kr",334.0,1383.0,15.0,0.6,12.0,0.6,38.0,20.0,0.04,hemkop
7312560034313,101240172_ST,Kvarngryn Svenska,Frebaco Kvarn,100 gram,"16,98 kr",350.0,1450.0,4.4,0.8,60.0,0.9,12.0,9.8,0.01,hemkop
5701027004372,101230370_ST,Kvarnsalt,Jozo,100 gram,"16,98 kr",0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,hemkop
2090213700000,100152282_KG,Kvisttomat Import Klass 1,,,"31,85 kr",,,,,,,,,,
7311041053348,100991072_ST,Kvisttomater Eko Klass 1,Garant Eko,,"41,70 kr",,,,,,,,,,
7310186023551,100209748_ST,Kvällsro Örtte,Friggs,,"23,61 kr",,,,,,,,,,
7316110000643,101696495_ST,Kyckinggryta Soltorkad Tomat Fryst/1port,Felix,100 gram,"47,27 kr",100.0,410.0,3.0,1.4,12.0,2.5,,4.9,0.9,hemkop
2380101800005,101275998_KG,Kyckling Ben Frysta,Reko,100 gram,"150,40 kr",168.0,702.0,9.82,2.28,0.0,0.0,,19.9,0.25,hemkop
2380102100005,101276020_KG,Kyckling Bröstfilé Fryst,Reko,100 gram,"377,60 kr",151.0,630.0,6.37,1.49,0.0,0.0,,23.2,0.09,hemkop
7340083486722,101333678_ST,Kyckling Bröstfilé Grillkryddad,Eldorado,100 gram,"99,37 kr",95.0,410.0,1.2,0.5,1.3,0.9,,20.0,1.4,hemkop
7340083435270,101223961_ST,Kyckling Bröstfilé Sverige,Eldorado,100 gram,"89,91 kr",100.0,430.0,2.0,0.7,0.5,0.5,,21.0,0.5,hemkop
2307116100005,101053976_KG,Kyckling Bröstfilé Sverige,Guldfågeln,100 gram,"159,90 kr",120.0,500.0,3.0,1.0,0.5,0.5,,23.0,0.2,hemkop
7391049002821,101336106_ST,Kyckling Bröstfilé Sverige,Lönneberga,100 gram,"108,80 kr",105.0,437.0,1.2,0.5,0.5,0.0,,23.0,0.2,hemkop
7340083443251,101231766_ST,Kyckling Buljong Tärningar,Garant Eko,100 milliliter,"13,20 kr",5.0,23.0,0.3,0.1,0.5,0.1,,0.1,0.9,hemkop
7391835916349,101231363_ST,Kyckling Buljong Tärningar,Kung Markatta,100 gram,"15,09 kr",300.0,1270.0,18.0,7.2,30.0,1.3,,4.5,41.0,hemkop
7322550049623,101179162_ST,Kyckling Buljong Tärningar,Bong,100 milliliter,"21,29 kr",5.0,22.0,0.5,0.2,0.5,0.5,,0.5,0.99,hemkop
7311043021680,101825192_ST,Kyckling Burgare,Eldorado,100 gram,"56,73 kr",258.0,1081.0,14.0,1.5,20.0,1.0,,12.0,0.99,hemkop
7300327602004,101547423_ST,Kyckling Burgare,Kronfågel,100 gram,"54,84 kr",170.0,750.0,13.0,3.1,0.5,0.5,,14.0,1.3,hemkop
7340083494048,101355962_ST,Kyckling Curry,Redo,100 gram,"47,27 kr",133.0,555.0,3.6,2.0,18.0,1.9,,7.1,0.81,hemkop
7313160001309,101264684_ST,Kyckling Curry Baguettesallad,Rydbergs,100 gram,"26,45 kr",420.0,1750.0,40.0,3.2,7.7,7.0,,7.3,1.5,hemkop
7310500186917,101470661_ST,Kyckling Curry Fryst/1 Port,Findus,100 gram,"35,91 kr",92.0,387.0,1.8,0.6,13.0,2.8,1.1,5.3,0.55,hemkop
7392663100603,101201802_ST,Kyckling Dumplings med Dipsås Frysta,Menmen,100 gram,"42,54 kr",130.0,530.0,1.9,0.3,21.0,2.15,,5.9,1.3,hemkop
7340083434976,101266948_ST,Kyckling Filé Fryst,Eldorado,100 gram,141 kr,84.0,355.0,1.5,0.4,0.0,0.0,,18.0,0.63,hemkop
7340083410956,101266950_ST,Kyckling Filé Fryst,Eldorado,100 gram,"75,66 kr",84.0,355.0,1.5,0.4,0.0,0.0,,18.0,0.63,hemkop
7340083486746,101333888_ST,Kyckling Grillad Deliskivor,Garant,100 gram,"23,61 kr",100.0,430.0,2.5,1.0,3.0,2.0,,18.0,2.3,hemkop
2337529900008,101603413_KG,Kyckling Grillad Ojämna Skivor,Pärsons,100 gram,"83,23 kr",90.0,375.0,1.0,0.4,0.9,0.4,,19.0,2.4,hemkop
7330797770927,101807252_ST,Kyckling Grillad Skivad,Pärsons,100 gram,"29,34 kr",90.0,375.0,1.0,0.4,0.9,0.4,,19.0,2.4,hemkop
7313940027031,101256437_ST,Kyckling Grillad Tärnad Sverige,Guldfågeln,100 gram,"43,48 kr",150.0,600.0,4.0,1.3,2.4,0.5,,22.0,1.9,hemkop
2380101300000,101275955_KG,Kyckling Hel Fryst,Reko,,"178,80 kr",,,,,,,,,,
2359715300003,101313951_KG,Kyckling Hel Färsk Sverige,Garant,100 gram,"56,73 kr",180.0,750.0,12.0,4.0,0.5,0.5,,18.0,0.2,hemkop
2380101600001,101240447_KG,Kyckling Hel Färsk Sverige,Reko,100 gram,"169,40 kr",193.0,806.0,13.1,2.91,0.5,0.5,,18.9,0.18,hemkop
7311043020669,101752495_ST,Kyckling Ingefära & Chiliröra,Redo,100 gram,"21,72 kr",420.0,1750.0,40.0,3.0,8.9,6.9,,7.6,1.5,hemkop
7340083475962,101294827_ST,Kyckling Innerfilé Fryst,Eldorado,100 gram,"52,95 kr",83.0,354.0,0.8,0.2,0.0,0.0,,19.0,0.43,hemkop
7310960044185,101361105_ST,Kyckling Jacob Fryst/1 Port,Dafgårds,100 gram,"29,92 kr",127.0,531.0,3.0,2.0,17.0,3.0,1.3,5.9,0.98,hemkop
7340083434983,101266949_ST,Kyckling Klubba Fryst,Eldorado,100 gram,"55,79 kr",190.0,800.0,15.0,3.5,1.0,1.0,,13.0,0.9,hemkop
7300327552002,101384189_ST,Kyckling Köttbullar Frysta,Kronfågel,100 gram,"53,89 kr",250.0,1050.0,18.0,4.6,9.3,0.7,,12.0,1.7,hemkop
7330989005080,101087173_ST,Kyckling Köttbullar Frysta,Qibbla Halal,100 gram,"58,63 kr",177.5,746.6,11.3,2.3,8.4,0.7,,10.4,1.6,hemkop
7310500188300,101607866_ST,Kyckling Linguine/zicchini Parmesan,Findus,100 gram,"46,32 kr",130.0,549.0,3.4,1.9,17.0,3.4,1.3,8.0,0.9,hemkop
8714555000188,100258105_ST,Kyckling Luncheon,Zwan,100 gram,"66,20 kr",211.0,879.0,15.0,4.6,7.0,0.5,,12.0,2.4,hemkop
8714555000478,100258123_ST,Kyckling Luncheon Hot & Spicy,Zwan,100 gram,"66,20 kr",212.0,883.0,15.0,4.7,7.2,0.5,,12.0,2.4,hemkop
5705250182517,101461025_ST,Kyckling Lunchkorv,Robert,100 gram,"40,64 kr",176.0,732.0,13.0,3.3,0.6,0.0,,14.0,2.1,hemkop
7340023810204,101690339_ST,Kyckling Lättrökt,Svea,100 gram,"30,23 kr",107.0,448.0,1.0,0.4,5.0,3.6,,19.1,1.7,hemkop
2380102000008,101275936_KG,Kyckling Lårfilé Fryst,Reko,100 gram,"368,10 kr",208.0,870.0,14.9,3.28,0.93,0.0,,17.8,0.16,hemkop
2359632700009,101253219_KG,Kyckling Lårfilé Färsk Sverige,Garant,100 gram,122 kr,160.0,650.0,9.0,3.0,0.5,0.5,,19.0,0.2,hemkop
7340083471230,101286406_ST,Kyckling Lårfilé Sverige,Eldorado,100 gram,"89,91 kr",140.0,600.0,8.1,2.7,0.5,0.5,,17.0,0.5,hemkop
2332802700009,100688034_KG,Kyckling Lårfilé Sverige,Kronfågel,100 gram,"150,40 kr",160.0,650.0,8.5,2.4,0.5,0.5,,20.0,0.3,hemkop
2307136100009,101054038_KG,Kyckling Lårfilé Sverige,Guldfågeln,100 gram,"146,60 kr",160.0,650.0,9.0,3.0,0.5,0.5,,19.0,0.2,hemkop
7391049002845,101336108_ST,Kyckling Lårfilé Sverige,Lönneberga,100 gram,"103,10 kr",134.0,563.0,6.4,1.6,0.5,0.0,,19.0,0.2,hemkop
7315200593966,101217247_ST,Kyckling Marinad,Caj P,100 gram,"9,41 kr",74.0,309.0,0.7,0.0,15.3,7.3,,1.6,9.2,hemkop
7312338005132,101359681_ST,Kyckling Medvurst Skivad,Lönneberga,100 gram,"28,34 kr",290.0,1200.0,22.0,7.1,3.5,2.2,,19.0,3.6,hemkop
7311043021666,101825190_ST,Kyckling Nuggets,Eldorado,100 gram,"42,54 kr",248.0,1036.0,13.0,1.7,14.0,0.9,,11.0,1.1,hemkop
8600763036425,101810346_ST,Kyckling Pate,Patelina,100 gram,"11,30 kr",294.0,1214.0,28.0,3.8,1.9,0.7,,8.6,1.1,hemkop
8600763036463,101810347_ST,Kyckling Pate Pikant,Patelina,100 gram,"11,30 kr",303.0,1252.0,28.0,3.7,3.8,1.7,,8.9,1.3,hemkop
7311043000487,101435165_ST,Kyckling Rökt Deliskivor,Garant,100 gram,"23,61 kr",100.0,430.0,2.5,1.0,3.0,1.0,,18.0,2.3,hemkop
7311043025732,101825020_ST,Kyckling Rökt Plb,Prime Patrol,,"15,28 kr",,,,,,,,,,
7313940183478,101388245_ST,Kyckling Spett Grillade,Guldfågeln,100 gram,"103,10 kr",170.0,700.0,10.0,3.3,1.0,0.5,,19.0,1.6,hemkop
7310500188362,101607918_ST,Kyckling Teriyaki/nudlar/grön,Findus,100 gram,"46,32 kr",125.0,526.0,3.1,0.51,15.0,3.0,1.6,8.1,0.9,hemkop
7313940267512,101776171_ST,Kyckling Thaikryddad Stekt,Guldfågeln,100 gram,"93,69 kr",170.0,700.0,8.9,2.5,3.1,0.7,,19.0,1.9,hemkop
7311043015559,101684327_ST,Kyckling Wook,Redo,100 gram,"47,27 kr",112.0,473.0,3.7,0.7,14.0,2.8,,4.9,1.1,hemkop
7340083493324,101506669_ST,Kyckling- Chorizo,Eldorado,100 gram,"24,55 kr",240.0,1000.0,19.0,6.1,7.6,0.5,,10.0,1.9,hemkop
7350126088523,101595439_ST,Kyckling/morot Soppa,Felix,100 gram,"47,27 kr",94.0,394.0,5.0,2.3,8.0,3.9,,3.3,0.78,hemkop
7340083468476,101283257_ST,Kycklingbacon Rökt med Alspån,Garant,100 gram,"16,56 kr",160.0,650.0,9.9,2.9,1.2,1.2,,16.0,2.5,hemkop
7340083462207,101273702_ST,Kycklingben Fryst,Garant,100 gram,"37,80 kr",160.0,650.0,9.0,3.0,0.5,0.5,,19.0,0.7,hemkop
2307981200008,101003502_KG,Kycklingben Färska Sverige,Garant,100 gram,"60,52 kr",160.0,650.0,9.0,3.0,0.5,0.5,,19.0,0.2,hemkop
2359730100008,101208470_KG,Kycklingben Marinerade Sverige,Garant,100 gram,"70,93 kr",160.0,650.0,8.9,2.9,0.5,0.5,,19.0,1.8,hemkop
7391049002487,101356289_ST,Kycklingben Sverige,Lönneberga,100 gram,"43,48 kr",118.0,494.0,5.5,1.4,0.5,0.5,,17.0,0.3,hemkop
2307127300005,101290803_KG,Kycklingbricka Bröst Bbq Marinerad Sverige,Guldfågeln,,"173,80 kr",,,,,,,,,,
7393914000123,101776494_ST,Kycklingbröst Basilikasås,Gooh,100 gram,"66,20 kr",152.0,633.0,9.5,5.8,9.8,1.7,0.5,6.7,1.1,hemkop
7313940027062,101476764_ST,Kycklingbröst Filé Citron Vitlök Grillad Skivad,Guldfågeln,100 gram,"43,48 kr",150.0,550.0,3.0,0.7,1.0,0.5,,23.0,1.8,hemkop
